"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","From Pass","To Pass","From Start Lat (deg)","From Start Lon (deg)","From Start Alt (km)","From Stop Lat (deg)","From Stop Lon (deg)","From Stop Alt (km)","To Start Lat (deg)","To Start Lon (deg)","To Start Alt (km)","To Stop Lat (deg)","To Stop Lon (deg)","To Stop Alt (km)","From Pass End","To Pass End","To Object","From Object","To Parent","From Parent"
20 Jan 2024 21:52:51.903,20 Jan 2024 22:03:21.815,629.912,"4","N/A",20.866,-87.994,552.694474,60.360,-90.625,566.123371,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"4","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
20 Jan 2024 23:27:30.550,20 Jan 2024 23:39:24.062,713.512,"5","N/A",16.570,-111.719,551.726711,61.319,-114.701,566.429109,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"5","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
21 Jan 2024 09:30:32.284,21 Jan 2024 09:39:38.013,545.729,"11","N/A",57.172,-82.889,565.065100,22.952,-85.170,553.230363,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"11","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
21 Jan 2024 11:05:00.014,21 Jan 2024 11:17:12.905,732.891,"12","N/A",62.116,-106.570,566.678671,16.154,-109.632,551.643421,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"12","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
21 Jan 2024 12:43:02.299,21 Jan 2024 12:48:32.522,330.224,"13","N/A",53.658,-131.146,563.836473,32.964,-132.526,556.296232,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"13","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
21 Jan 2024 21:49:33.674,21 Jan 2024 22:00:05.956,632.282,"19","N/A",20.763,-88.151,552.669056,60.406,-90.793,566.138081,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"19","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
21 Jan 2024 23:24:14.593,21 Jan 2024 23:36:07.020,712.427,"20","N/A",16.610,-111.886,551.734814,61.290,-114.863,566.420216,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"20","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
22 Jan 2024 09:27:14.199,22 Jan 2024 09:36:23.684,549.485,"26","N/A",57.266,-83.047,565.096941,22.810,-85.343,553.192525,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"26","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
22 Jan 2024 11:01:43.502,22 Jan 2024 11:13:55.891,732.389,"27","N/A",62.112,-106.734,566.677150,16.181,-109.794,551.648712,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"27","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
22 Jan 2024 12:39:48.851,22 Jan 2024 12:45:11.280,322.429,"28","N/A",53.461,-131.324,563.766205,33.256,-132.671,556.395673,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"28","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
22 Jan 2024 21:46:15.469,22 Jan 2024 21:56:50.085,634.616,"34","N/A",20.661,-88.309,552.644123,60.451,-90.960,566.152559,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"34","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
22 Jan 2024 23:20:58.655,22 Jan 2024 23:32:49.965,711.309,"35","N/A",16.651,-112.053,551.743182,61.261,-115.025,566.411053,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"35","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
23 Jan 2024 09:23:56.136,23 Jan 2024 09:33:09.325,553.189,"41","N/A",57.358,-83.205,565.128236,22.669,-85.517,553.155356,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"41","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
23 Jan 2024 10:58:26.997,23 Jan 2024 11:10:38.859,731.862,"42","N/A",62.106,-106.899,566.675498,16.209,-109.957,551.654229,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"42","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
23 Jan 2024 12:36:35.520,23 Jan 2024 12:41:49.917,314.397,"43","N/A",53.257,-131.501,563.693187,33.556,-132.815,556.498184,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"43","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
23 Jan 2024 21:42:57.284,23 Jan 2024 21:53:34.201,636.917,"49","N/A",20.561,-88.466,552.619595,60.495,-91.127,566.166747,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"49","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
23 Jan 2024 23:17:42.731,23 Jan 2024 23:29:32.900,710.170,"50","N/A",16.693,-112.220,551.751729,61.232,-115.187,566.401711,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"50","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
24 Jan 2024 09:20:38.100,24 Jan 2024 09:29:54.934,556.834,"56","N/A",57.448,-83.364,565.158935,22.531,-85.690,553.118914,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"56","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
24 Jan 2024 10:55:10.498,24 Jan 2024 11:07:21.812,731.314,"57","N/A",62.100,-107.063,566.673708,16.238,-110.119,551.659936,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"57","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
24 Jan 2024 12:33:22.312,24 Jan 2024 12:38:28.417,306.104,"58","N/A",53.046,-131.680,563.617219,33.864,-132.959,556.604086,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"58","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
24 Jan 2024 21:39:39.119,24 Jan 2024 21:50:18.305,639.187,"64","N/A",20.462,-88.624,552.595467,60.538,-91.294,566.180685,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"64","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
24 Jan 2024 23:14:26.822,24 Jan 2024 23:26:15.827,709.005,"65","N/A",16.736,-112.387,551.760505,61.202,-115.350,566.392188,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"65","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
25 Jan 2024 09:17:20.088,25 Jan 2024 09:26:40.510,560.422,"71","N/A",57.537,-83.522,565.189077,22.395,-85.863,553.083176,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"71","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
25 Jan 2024 10:51:54.003,25 Jan 2024 11:04:04.747,730.745,"72","N/A",62.094,-107.228,566.671856,16.267,-110.281,551.665881,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"72","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
25 Jan 2024 12:30:09.236,25 Jan 2024 12:35:06.773,297.536,"73","N/A",52.826,-131.859,563.538136,34.182,-133.102,556.713592,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"73","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
25 Jan 2024 21:36:20.973,25 Jan 2024 21:47:02.396,641.423,"79","N/A",20.364,-88.782,552.571731,60.581,-91.461,566.194344,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"79","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
25 Jan 2024 23:11:10.926,25 Jan 2024 23:22:58.745,707.820,"80","N/A",16.780,-112.555,551.769459,61.171,-115.512,566.382482,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"80","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
26 Jan 2024 09:14:02.095,26 Jan 2024 09:23:26.054,563.958,"86","N/A",57.624,-83.680,565.218761,22.260,-86.037,553.048141,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"86","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
26 Jan 2024 10:48:37.523,26 Jan 2024 11:00:47.676,730.154,"87","N/A",62.088,-107.393,566.669717,16.298,-110.443,551.671920,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"87","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
26 Jan 2024 12:26:56.314,26 Jan 2024 12:31:44.974,288.660,"88","N/A",52.597,-132.038,563.455428,34.509,-133.244,556.826959,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"88","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
26 Jan 2024 21:33:02.847,26 Jan 2024 21:43:46.480,643.633,"94","N/A",20.268,-88.939,552.548384,60.623,-91.629,566.207833,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"94","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
26 Jan 2024 23:07:55.050,26 Jan 2024 23:19:41.655,706.605,"95","N/A",16.825,-112.722,551.778700,61.140,-115.674,566.372593,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"95","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
27 Jan 2024 09:10:44.128,27 Jan 2024 09:20:11.567,567.439,"101","N/A",57.710,-83.839,565.247871,22.128,-86.210,553.013774,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"101","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
27 Jan 2024 10:45:21.046,27 Jan 2024 10:57:30.586,729.541,"102","N/A",62.080,-107.557,566.667512,16.329,-110.606,551.678200,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"102","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
27 Jan 2024 12:23:43.549,27 Jan 2024 12:28:23.004,279.455,"103","N/A",52.357,-132.218,563.368956,34.846,-133.386,556.944576,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"103","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
27 Jan 2024 21:29:44.740,27 Jan 2024 21:40:30.550,645.810,"109","N/A",20.172,-89.097,552.525419,60.664,-91.796,566.221050,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"109","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
27 Jan 2024 23:04:39.191,27 Jan 2024 23:16:24.555,705.364,"110","N/A",16.871,-112.889,551.788178,61.108,-115.836,566.362517,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"110","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
28 Jan 2024 09:07:26.182,28 Jan 2024 09:16:57.049,570.867,"116","N/A",57.795,-83.997,565.276487,21.998,-86.383,552.980074,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"116","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
28 Jan 2024 10:42:04.572,28 Jan 2024 10:54:13.478,728.906,"117","N/A",62.073,-107.722,566.665244,16.362,-110.768,551.684724,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"117","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
28 Jan 2024 12:20:30.959,28 Jan 2024 12:25:00.847,269.889,"118","N/A",52.107,-132.399,563.278369,35.196,-133.527,557.066837,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"118","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
28 Jan 2024 21:26:26.652,28 Jan 2024 21:37:14.607,647.955,"124","N/A",20.078,-89.255,552.502831,60.705,-91.963,566.233993,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"124","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
28 Jan 2024 23:01:23.349,28 Jan 2024 23:13:07.446,704.097,"125","N/A",16.918,-113.056,551.797896,61.076,-115.998,566.352255,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"125","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
29 Jan 2024 09:04:08.260,29 Jan 2024 09:13:42.500,574.241,"131","N/A",57.878,-84.156,565.304574,21.869,-86.555,552.947031,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"131","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
29 Jan 2024 10:38:48.110,29 Jan 2024 10:50:56.360,728.250,"132","N/A",62.065,-107.887,566.662759,16.395,-110.930,551.691392,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"132","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
29 Jan 2024 12:17:18.571,29 Jan 2024 12:21:38.482,259.911,"133","N/A",51.844,-132.581,563.182962,35.558,-133.667,557.194225,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"133","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
29 Jan 2024 21:23:08.583,29 Jan 2024 21:33:58.655,650.071,"139","N/A",19.985,-89.413,552.480616,60.744,-92.130,566.246731,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"139","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
29 Jan 2024 22:58:07.523,29 Jan 2024 23:09:50.328,702.805,"140","N/A",16.966,-113.224,551.807855,61.043,-116.160,566.341803,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"140","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
30 Jan 2024 09:00:50.354,30 Jan 2024 09:10:27.925,577.570,"146","N/A",57.960,-84.315,565.332257,21.742,-86.728,552.914574,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"146","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
30 Jan 2024 10:35:31.655,30 Jan 2024 10:47:39.230,727.576,"147","N/A",62.057,-108.052,566.660133,16.429,-111.092,551.698213,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"147","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
30 Jan 2024 12:14:06.406,30 Jan 2024 12:18:15.885,249.479,"148","N/A",51.567,-132.764,563.082263,35.935,-133.806,557.327324,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"148","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
30 Jan 2024 21:19:50.533,30 Jan 2024 21:30:42.691,652.158,"154","N/A",19.893,-89.571,552.458766,60.784,-92.296,566.259244,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"154","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
30 Jan 2024 22:54:51.715,30 Jan 2024 23:06:33.200,701.485,"155","N/A",17.015,-113.391,551.818059,61.009,-116.322,566.331138,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"155","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
31 Jan 2024 08:57:32.472,31 Jan 2024 09:07:13.317,580.845,"161","N/A",58.041,-84.474,565.359417,21.617,-86.900,552.882777,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"161","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
31 Jan 2024 10:32:15.207,31 Jan 2024 10:44:22.083,726.876,"162","N/A",62.048,-108.216,566.657367,16.464,-111.254,551.705272,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"162","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
31 Jan 2024 12:10:54.495,31 Jan 2024 12:14:53.026,238.531,"163","N/A",51.275,-132.948,562.975567,36.329,-133.944,557.466843,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"163","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
31 Jan 2024 21:16:32.505,31 Jan 2024 21:27:26.718,654.214,"169","N/A",19.802,-89.730,552.437317,60.822,-92.463,566.271547,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"169","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
31 Jan 2024 22:51:35.923,31 Jan 2024 23:03:16.064,700.141,"170","N/A",17.066,-113.559,551.828511,60.975,-116.484,566.320322,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"170","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
1 Feb 2024 08:54:14.611,1 Feb 2024 09:03:58.684,584.073,"176","N/A",58.120,-84.632,565.386101,21.494,-87.073,552.851538,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"176","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
1 Feb 2024 10:28:58.767,1 Feb 2024 10:41:04.922,726.154,"177","N/A",62.038,-108.381,566.654442,16.500,-111.415,551.712526,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"177","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
1 Feb 2024 12:07:42.873,1 Feb 2024 12:11:29.868,226.995,"178","N/A",50.964,-133.133,562.862002,36.741,-134.081,557.613667,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"178","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
1 Feb 2024 21:13:14.489,1 Feb 2024 21:24:10.732,656.243,"184","N/A",19.713,-89.888,552.416145,60.860,-92.630,566.283594,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"184","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
1 Feb 2024 22:48:20.148,1 Feb 2024 22:59:58.917,698.769,"185","N/A",17.117,-113.727,551.839213,60.941,-116.646,566.309265,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"185","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
2 Feb 2024 08:50:56.770,2 Feb 2024 09:00:44.017,587.247,"191","N/A",58.199,-84.792,565.412332,21.373,-87.245,552.820981,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"191","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
2 Feb 2024 10:25:42.333,2 Feb 2024 10:37:47.745,725.412,"192","N/A",62.029,-108.546,566.651411,16.537,-111.577,551.719989,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"192","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
2 Feb 2024 12:04:31.592,2 Feb 2024 12:08:06.363,214.771,"193","N/A",50.632,-133.319,562.740341,37.175,-134.217,557.768924,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"193","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
2 Feb 2024 21:09:56.494,2 Feb 2024 21:20:54.736,658.242,"199","N/A",19.624,-90.046,552.395365,60.897,-92.797,566.295419,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"199","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
2 Feb 2024 22:45:04.391,2 Feb 2024 22:56:41.761,697.370,"200","N/A",17.169,-113.894,551.850169,60.905,-116.808,566.298023,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"200","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
3 Feb 2024 08:47:38.948,3 Feb 2024 08:57:29.324,590.376,"206","N/A",58.275,-84.951,565.438118,21.254,-87.417,552.790969,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"206","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
3 Feb 2024 10:22:25.907,3 Feb 2024 10:34:30.553,724.646,"207","N/A",62.018,-108.711,566.648217,16.575,-111.739,551.727648,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"207","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
3 Feb 2024 12:01:20.707,3 Feb 2024 12:04:42.450,201.743,"208","N/A",50.275,-133.507,562.609311,37.634,-134.350,557.934069,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"208","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
3 Feb 2024 21:06:38.518,3 Feb 2024 21:17:38.724,660.206,"214","N/A",19.537,-90.205,552.374933,60.933,-92.963,566.306933,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"214","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
3 Feb 2024 22:41:48.650,3 Feb 2024 22:53:24.596,695.946,"215","N/A",17.223,-114.062,551.861383,60.869,-116.970,566.286605,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"215","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
4 Feb 2024 08:44:21.145,4 Feb 2024 08:54:14.603,593.458,"221","N/A",58.351,-85.110,565.463469,21.136,-87.589,552.761527,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"221","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
4 Feb 2024 10:19:09.488,4 Feb 2024 10:31:13.347,723.859,"222","N/A",62.008,-108.876,566.644878,16.613,-111.901,551.735510,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"222","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
4 Feb 2024 11:58:10.305,4 Feb 2024 12:01:18.044,187.739,"223","N/A",49.887,-133.697,562.466855,38.124,-134.482,558.111102,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"223","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
4 Feb 2024 21:03:20.559,4 Feb 2024 21:14:22.707,662.148,"229","N/A",19.451,-90.363,552.354841,60.969,-93.130,566.318330,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"229","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
4 Feb 2024 22:38:32.927,4 Feb 2024 22:50:07.420,694.493,"230","N/A",17.278,-114.230,551.872856,60.833,-117.132,566.274946,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"230","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
5 Feb 2024 08:41:03.361,5 Feb 2024 08:50:59.856,596.495,"236","N/A",58.426,-85.269,565.488393,21.020,-87.761,552.732637,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"236","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
5 Feb 2024 10:15:53.077,5 Feb 2024 10:27:56.127,723.050,"237","N/A",61.996,-109.041,566.641399,16.653,-112.062,551.743578,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"237","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
5 Feb 2024 11:55:00.499,5 Feb 2024 11:57:53.022,172.523,"238","N/A",49.463,-133.890,562.310275,38.653,-134.611,558.302908,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"238","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
5 Feb 2024 21:00:02.623,5 Feb 2024 21:11:06.684,664.061,"244","N/A",19.366,-90.522,552.335149,61.004,-93.297,566.329592,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"244","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
5 Feb 2024 22:35:17.221,5 Feb 2024 22:46:50.235,693.014,"245","N/A",17.333,-114.398,551.884592,60.796,-117.294,566.263123,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"245","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
6 Feb 2024 08:37:45.595,6 Feb 2024 08:47:45.082,599.486,"251","N/A",58.499,-85.428,565.512899,20.906,-87.933,552.704294,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"251","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
6 Feb 2024 10:12:36.673,6 Feb 2024 10:24:38.891,722.218,"252","N/A",61.985,-109.206,566.637775,16.694,-112.224,551.751851,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"252","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
6 Feb 2024 11:51:51.477,6 Feb 2024 11:54:27.218,155.741,"253","N/A",48.989,-134.086,562.135188,39.231,-134.737,558.513440,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"253","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
6 Feb 2024 20:56:44.700,6 Feb 2024 21:07:50.646,665.945,"259","N/A",19.283,-90.681,552.315725,61.039,-93.463,566.340559,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"259","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
6 Feb 2024 22:32:01.533,6 Feb 2024 22:43:33.040,691.507,"260","N/A",17.390,-114.566,551.896596,60.758,-117.455,566.251060,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"260","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
7 Feb 2024 08:34:27.848,7 Feb 2024 08:44:30.281,602.433,"266","N/A",58.571,-85.588,565.536995,20.793,-88.105,552.676486,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"266","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
7 Feb 2024 10:09:20.276,7 Feb 2024 10:21:21.640,721.365,"267","N/A",61.973,-109.371,566.634006,16.735,-112.385,551.760333,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"267","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
7 Feb 2024 11:48:43.525,7 Feb 2024 11:51:00.336,136.810,"268","N/A",48.448,-134.286,561.934863,39.877,-134.858,558.749638,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"268","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
7 Feb 2024 20:53:26.795,7 Feb 2024 21:04:34.597,667.803,"274","N/A",19.200,-90.839,552.296630,61.073,-93.630,566.351321,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"274","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
7 Feb 2024 22:28:45.862,7 Feb 2024 22:40:15.834,689.972,"275","N/A",17.448,-114.734,551.908870,60.720,-117.617,566.238795,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"275","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
8 Feb 2024 08:31:10.118,8 Feb 2024 08:41:15.454,605.336,"281","N/A",58.642,-85.747,565.560688,20.682,-88.277,552.649204,38.834,-104.821,-0.000000,38.834,-104.821,-0.000000,"281","N/A","To Place Colorado_Springs","From Satellite Leo_Sat11","No Parent","No Parent"
