"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","From Pass","To Pass","From Start Lat (deg)","From Start Lon (deg)","From Start Alt (km)","From Stop Lat (deg)","From Stop Lon (deg)","From Stop Alt (km)","To Start Lat (deg)","To Start Lon (deg)","To Start Alt (km)","To Stop Lat (deg)","To Stop Lon (deg)","To Stop Alt (km)","From Pass End","To Pass End","To Object","From Object","To Parent","From Parent"
28 Jan 2024 15:10:15.846,28 Jan 2024 15:22:33.257,737.411,"120","N/A",62.075,-102.953,566.665820,15.828,-106.034,551.579320,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"120","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
28 Jan 2024 16:47:27.763,28 Jan 2024 16:55:08.359,460.596,"121","N/A",56.765,-127.319,564.925623,27.896,-129.243,554.652375,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"121","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 01:55:30.671,29 Jan 2024 02:05:01.032,570.361,"127","N/A",23.395,-84.706,553.349294,59.151,-87.089,565.729150,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"127","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 03:29:20.049,29 Jan 2024 03:41:29.705,729.657,"128","N/A",15.998,-108.226,551.612620,61.760,-111.274,566.567667,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"128","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 05:10:13.921,29 Jan 2024 05:13:36.929,203.008,"129","N/A",35.301,-133.520,557.103906,48.027,-134.368,561.778644,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"129","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 13:33:10.659,29 Jan 2024 13:40:38.544,447.885,"134","N/A",54.685,-79.600,564.201252,26.603,-81.472,554.261376,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"134","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 15:06:59.179,29 Jan 2024 15:19:16.554,737.374,"135","N/A",62.080,-103.117,566.667298,15.835,-106.197,551.580703,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"135","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
29 Jan 2024 16:44:12.949,29 Jan 2024 16:51:48.679,455.730,"136","N/A",56.654,-127.491,564.887481,28.090,-129.395,554.712187,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"136","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 01:52:11.967,30 Jan 2024 02:01:45.483,573.516,"142","N/A",23.262,-84.861,553.313410,59.216,-87.257,565.750613,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"142","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 03:26:03.767,30 Jan 2024 03:38:12.828,729.061,"143","N/A",16.018,-108.392,551.616444,61.742,-111.437,566.562071,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"143","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 05:07:05.742,30 Jan 2024 05:10:13.179,187.437,"144","N/A",35.829,-133.719,557.289905,47.579,-134.502,561.612037,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"144","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 13:29:51.821,30 Jan 2024 13:37:25.155,453.334,"149","N/A",54.826,-79.755,564.250801,26.402,-81.649,554.201648,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"149","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 15:03:42.519,30 Jan 2024 15:15:59.836,737.316,"150","N/A",62.084,-103.281,566.668640,15.843,-106.361,551.582261,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"150","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
30 Jan 2024 16:40:58.172,30 Jan 2024 16:48:28.952,450.780,"151","N/A",56.540,-127.663,564.848467,28.287,-129.546,554.773180,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"151","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 01:48:53.289,31 Jan 2024 01:58:29.918,576.629,"157","N/A",23.131,-85.017,553.278114,59.280,-87.426,565.771694,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"157","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 03:22:47.500,31 Jan 2024 03:34:55.943,728.443,"158","N/A",16.038,-108.557,551.620457,61.724,-111.600,566.556324,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"158","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 05:03:58.336,31 Jan 2024 05:06:48.668,170.332,"159","N/A",36.406,-133.922,557.494284,47.083,-134.633,561.427433,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"159","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 13:26:33.040,31 Jan 2024 13:34:11.710,458.670,"164","N/A",54.962,-79.910,564.299021,26.204,-81.827,554.143290,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"164","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 15:00:25.867,31 Jan 2024 15:12:43.104,737.237,"165","N/A",62.088,-103.445,566.669845,15.852,-106.525,551.583996,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"165","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
31 Jan 2024 16:37:43.435,31 Jan 2024 16:45:09.178,445.742,"166","N/A",56.425,-127.835,564.808537,28.487,-129.697,554.835393,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"166","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 01:45:34.641,1 Feb 2024 01:55:14.335,579.694,"172","N/A",23.001,-85.173,553.243473,59.343,-87.594,565.792399,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"172","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 03:19:31.249,1 Feb 2024 03:31:39.046,727.797,"173","N/A",16.059,-108.723,551.624668,61.704,-111.763,566.550336,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"173","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 05:00:51.961,1 Feb 2024 05:03:23.129,151.168,"174","N/A",37.047,-134.128,557.723132,46.523,-134.760,561.218629,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"174","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 13:23:14.301,1 Feb 2024 13:30:58.211,463.909,"179","N/A",55.097,-80.066,564.346223,26.009,-82.004,554.086223,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"179","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 14:57:09.225,1 Feb 2024 15:09:26.353,737.129,"180","N/A",62.091,-103.609,566.670837,15.862,-106.688,551.585958,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"180","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
1 Feb 2024 16:34:28.735,1 Feb 2024 16:41:49.349,440.614,"181","N/A",56.306,-128.007,564.767757,28.691,-129.848,554.898956,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"181","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 01:42:16.009,2 Feb 2024 01:51:58.736,582.728,"187","N/A",22.873,-85.328,553.209242,59.405,-87.763,565.812735,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"187","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 03:16:15.012,2 Feb 2024 03:28:22.150,727.138,"188","N/A",16.082,-108.889,551.629057,61.685,-111.926,566.544372,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"188","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 04:57:47.076,2 Feb 2024 04:59:56.122,129.047,"189","N/A",37.781,-134.342,557.987133,45.871,-134.881,560.975285,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"189","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 13:19:55.603,2 Feb 2024 13:27:44.655,469.051,"194","N/A",55.228,-80.221,564.392458,25.819,-82.181,554.030505,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"194","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 14:53:52.582,2 Feb 2024 15:06:09.597,737.015,"195","N/A",62.094,-103.773,566.671848,15.872,-106.852,551.587991,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"195","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
2 Feb 2024 16:31:14.086,2 Feb 2024 16:38:29.479,435.393,"196","N/A",56.185,-128.179,564.725784,28.897,-129.998,554.963635,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"196","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 01:38:57.409,3 Feb 2024 01:48:43.116,585.707,"202","N/A",22.746,-85.484,553.175703,59.465,-87.931,565.832614,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"202","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 03:12:58.787,3 Feb 2024 03:25:05.242,726.455,"203","N/A",16.105,-109.054,551.633601,61.665,-112.089,566.538162,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"203","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 04:54:44.634,3 Feb 2024 04:56:26.678,102.044,"204","N/A",38.669,-134.565,558.308587,45.065,-134.991,560.674803,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"204","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 13:16:36.954,3 Feb 2024 13:24:31.043,474.088,"209","N/A",55.357,-80.377,564.437549,25.631,-82.357,553.976106,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"209","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 14:50:35.950,3 Feb 2024 15:02:52.823,736.873,"210","N/A",62.097,-103.937,566.672650,15.884,-107.015,551.590254,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"210","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
3 Feb 2024 16:27:59.477,3 Feb 2024 16:35:09.551,430.074,"211","N/A",56.061,-128.352,564.682883,29.107,-130.148,555.029752,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"211","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 01:35:38.827,4 Feb 2024 01:45:27.485,588.657,"217","N/A",22.621,-85.640,553.142618,59.525,-88.099,565.852246,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"217","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 03:09:42.581,4 Feb 2024 03:21:48.326,725.746,"218","N/A",16.129,-109.220,551.638384,61.645,-112.252,566.531801,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"218","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 04:51:47.576,4 Feb 2024 04:52:51.858,64.282,"219","N/A",39.894,-134.811,558.756016,43.923,-135.079,560.248703,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"219","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 13:13:18.343,4 Feb 2024 13:21:17.384,479.041,"224","N/A",55.483,-80.533,564.481717,25.447,-82.534,553.922828,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"224","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 14:47:19.326,4 Feb 2024 14:59:36.034,736.709,"225","N/A",62.099,-104.101,566.673313,15.897,-107.179,551.592692,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"225","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
4 Feb 2024 16:24:44.914,4 Feb 2024 16:31:49.568,424.654,"226","N/A",55.935,-128.524,564.638907,29.320,-130.298,555.097278,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"226","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
5 Feb 2024 01:32:20.271,5 Feb 2024 01:42:11.837,591.566,"232","N/A",22.497,-85.796,553.110086,59.584,-88.267,565.871527,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"232","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
5 Feb 2024 03:06:26.389,5 Feb 2024 03:18:31.403,725.013,"233","N/A",16.154,-109.386,551.643363,61.624,-112.415,566.525283,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"233","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
5 Feb 2024 13:09:59.773,5 Feb 2024 13:18:03.676,483.904,"239","N/A",55.607,-80.689,564.524939,25.266,-82.710,553.870719,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"239","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
5 Feb 2024 14:44:02.708,5 Feb 2024 14:56:19.231,736.523,"240","N/A",62.101,-104.265,566.673841,15.910,-107.342,551.595308,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"240","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
5 Feb 2024 16:21:30.398,5 Feb 2024 16:28:29.526,419.127,"241","N/A",55.805,-128.697,564.593812,29.537,-130.448,555.166282,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"241","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
6 Feb 2024 01:29:01.739,6 Feb 2024 01:38:56.174,594.435,"247","N/A",22.375,-85.952,553.078103,59.642,-88.436,565.890466,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"247","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
6 Feb 2024 03:03:10.213,6 Feb 2024 03:15:14.471,724.258,"248","N/A",16.180,-109.552,551.648540,61.603,-112.578,566.518609,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"248","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
6 Feb 2024 13:06:41.242,6 Feb 2024 13:14:49.920,488.679,"254","N/A",55.728,-80.845,564.567222,25.087,-82.886,553.819743,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"254","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
6 Feb 2024 14:40:46.097,6 Feb 2024 14:53:02.413,736.317,"255","N/A",62.102,-104.430,566.674232,15.924,-107.506,551.598101,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"255","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
6 Feb 2024 16:18:15.933,6 Feb 2024 16:25:09.431,413.498,"256","N/A",55.672,-128.871,564.547548,29.757,-130.598,555.236667,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"256","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
7 Feb 2024 01:25:43.230,7 Feb 2024 01:35:40.495,597.265,"262","N/A",22.255,-86.108,553.046638,59.699,-88.604,565.909068,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"262","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
7 Feb 2024 02:59:54.053,7 Feb 2024 03:11:57.532,723.479,"263","N/A",16.207,-109.718,551.653916,61.581,-112.740,566.511776,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"263","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
7 Feb 2024 13:03:22.748,7 Feb 2024 13:11:36.117,493.369,"269","N/A",55.847,-81.001,564.608612,24.912,-83.062,553.769867,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"269","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
7 Feb 2024 14:37:29.493,7 Feb 2024 14:49:45.582,736.089,"270","N/A",62.103,-104.594,566.674488,15.939,-107.669,551.601073,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"270","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
7 Feb 2024 16:15:01.519,7 Feb 2024 16:21:49.268,407.749,"271","N/A",55.536,-129.044,564.500064,29.981,-130.747,555.308731,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"271","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
8 Feb 2024 01:22:24.745,8 Feb 2024 01:32:24.802,600.057,"277","N/A",22.135,-86.265,553.015683,59.755,-88.771,565.927351,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"277","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
8 Feb 2024 02:56:37.907,8 Feb 2024 03:08:40.584,722.677,"278","N/A",16.235,-109.884,551.659492,61.559,-112.903,566.504783,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"278","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
8 Feb 2024 13:00:04.291,8 Feb 2024 13:08:22.269,497.978,"284","N/A",55.964,-81.158,564.649142,24.740,-83.238,553.721049,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"284","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
8 Feb 2024 14:34:12.896,8 Feb 2024 14:46:28.735,735.840,"285","N/A",62.103,-104.758,566.674609,15.955,-107.832,551.604222,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"285","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
8 Feb 2024 16:11:47.160,8 Feb 2024 16:18:29.045,401.885,"286","N/A",55.396,-129.218,564.451303,30.210,-130.896,555.382357,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"286","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
9 Feb 2024 01:19:06.281,9 Feb 2024 01:29:09.093,602.812,"292","N/A",22.018,-86.421,552.985228,59.810,-88.939,565.945306,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"292","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
9 Feb 2024 02:53:21.777,9 Feb 2024 03:05:23.628,721.852,"293","N/A",16.264,-110.050,551.665270,61.536,-113.066,566.497629,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"293","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
9 Feb 2024 12:56:45.870,9 Feb 2024 13:05:08.376,502.506,"299","N/A",56.078,-81.314,564.688840,24.570,-83.413,553.673275,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"299","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
9 Feb 2024 14:30:56.306,9 Feb 2024 14:43:11.875,735.569,"300","N/A",62.103,-104.922,566.674593,15.972,-107.995,551.607550,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"300","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
9 Feb 2024 16:08:32.857,9 Feb 2024 16:15:08.757,395.899,"301","N/A",55.253,-129.391,564.401206,30.442,-131.045,555.457643,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"301","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
10 Feb 2024 01:15:47.841,10 Feb 2024 01:25:53.370,605.530,"307","N/A",21.901,-86.578,552.955266,59.865,-89.107,565.962957,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"307","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
10 Feb 2024 02:50:05.662,10 Feb 2024 03:02:06.664,721.002,"308","N/A",16.294,-110.217,551.671252,61.513,-113.228,566.490313,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"308","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
10 Feb 2024 12:53:27.482,10 Feb 2024 13:01:54.440,506.957,"314","N/A",56.191,-81.471,564.727732,24.403,-83.589,553.626504,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"314","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
10 Feb 2024 14:27:39.722,10 Feb 2024 14:39:55.000,735.278,"315","N/A",62.103,-105.087,566.674442,15.990,-108.158,551.611058,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"315","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
10 Feb 2024 16:05:18.615,10 Feb 2024 16:11:48.400,389.785,"316","N/A",55.107,-129.565,564.349703,30.679,-131.194,555.534677,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"316","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
11 Feb 2024 01:12:29.422,11 Feb 2024 01:22:37.633,608.211,"322","N/A",21.786,-86.734,552.925788,59.918,-89.275,565.980290,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"322","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
11 Feb 2024 02:46:49.562,11 Feb 2024 02:58:49.692,720.130,"323","N/A",16.325,-110.383,551.677439,61.489,-113.391,566.482832,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"323","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
11 Feb 2024 12:50:09.132,11 Feb 2024 12:58:40.463,511.332,"329","N/A",56.301,-81.628,564.765773,24.238,-83.764,553.580670,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"329","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
11 Feb 2024 14:24:23.150,11 Feb 2024 14:36:38.107,734.957,"330","N/A",62.102,-105.251,566.674085,16.009,-108.321,551.614795,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"330","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
11 Feb 2024 16:02:04.435,11 Feb 2024 16:08:27.976,383.541,"331","N/A",54.956,-129.740,564.296716,30.919,-131.342,555.613448,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"331","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
12 Feb 2024 01:09:11.031,12 Feb 2024 01:19:21.880,610.849,"337","N/A",21.673,-86.891,552.896864,59.970,-89.443,565.997284,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"337","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
12 Feb 2024 02:43:33.483,12 Feb 2024 02:55:32.708,719.225,"338","N/A",16.357,-110.549,551.683883,61.465,-113.554,566.475101,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"338","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
12 Feb 2024 12:46:50.810,12 Feb 2024 12:55:26.442,515.631,"344","N/A",56.409,-81.785,564.803129,24.077,-83.939,553.535868,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"344","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
12 Feb 2024 14:21:06.582,12 Feb 2024 14:33:21.204,734.623,"345","N/A",62.100,-105.415,566.673652,16.029,-108.484,551.618663,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"345","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
12 Feb 2024 15:58:50.317,12 Feb 2024 16:05:07.473,377.156,"346","N/A",54.801,-129.914,564.242277,31.165,-131.490,555.694215,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"346","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
13 Feb 2024 01:05:52.656,13 Feb 2024 01:16:06.116,613.461,"352","N/A",21.561,-87.048,552.868321,60.022,-89.610,566.014045,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"352","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
13 Feb 2024 02:40:17.412,13 Feb 2024 02:52:15.719,718.308,"353","N/A",16.390,-110.716,551.690441,61.440,-113.716,566.467289,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"353","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
13 Feb 2024 12:43:32.521,13 Feb 2024 12:52:12.382,519.861,"359","N/A",56.515,-81.942,564.839739,23.918,-84.114,553.491951,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"359","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
13 Feb 2024 14:17:50.020,13 Feb 2024 14:30:04.287,734.267,"360","N/A",62.098,-105.580,566.673095,16.050,-108.647,551.622712,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"360","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
13 Feb 2024 15:55:36.274,13 Feb 2024 16:01:46.889,370.615,"361","N/A",54.642,-130.089,564.186085,31.416,-131.637,555.777028,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"361","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
14 Feb 2024 01:02:34.303,14 Feb 2024 01:12:50.338,616.036,"367","N/A",21.450,-87.205,552.840245,60.073,-89.778,566.030492,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"367","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
14 Feb 2024 02:37:01.360,14 Feb 2024 02:48:58.723,717.364,"368","N/A",16.424,-110.882,551.697253,61.414,-113.879,566.459315,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"368","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
14 Feb 2024 12:40:14.261,14 Feb 2024 12:48:58.285,524.024,"374","N/A",56.619,-82.099,564.875653,23.761,-84.288,553.448893,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"374","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
14 Feb 2024 14:14:33.465,14 Feb 2024 14:26:47.356,733.890,"375","N/A",62.096,-105.744,566.672400,16.071,-108.810,551.626944,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"375","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
14 Feb 2024 15:52:22.305,14 Feb 2024 15:58:26.224,363.919,"376","N/A",54.478,-130.264,564.128147,31.672,-131.785,555.861914,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"376","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
15 Feb 2024 00:59:15.971,15 Feb 2024 01:09:34.547,618.576,"382","N/A",21.340,-87.362,552.812619,60.122,-89.946,566.046648,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"382","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
15 Feb 2024 02:33:45.323,15 Feb 2024 02:45:41.723,716.399,"383","N/A",16.459,-111.049,551.704279,61.389,-114.041,566.451246,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"383","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
15 Feb 2024 12:36:56.026,15 Feb 2024 12:45:44.149,528.123,"389","N/A",56.722,-82.257,564.910979,23.606,-84.463,553.406714,38.834,-104.821,1.814349,38.834,-104.821,1.814349,"389","N/A","To Place Colorado_Springs","From Satellite Satellite521","No Parent","No Parent"
